TITULO_ORIGINAL;CPB;DATA_EMISSAO_CPB;SITUACAO_OBRA;TIPO_OBRA;SUBTIPO_OBRA;CLASSIFICACAO_OBRA;ORGANIZACAO_TEMPORAL;DURACAO_TOTAL_MINUTOS;QUANTIDADE_EPISODIOS;ANO_PRODUCAO_INICIAL;ANO_PRODUCAO_FINAL;SEGMENTO_DESTINACAO_INICIAL;COPRODUCAO_INTERNACIONAL;REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
ESPECIAL DOFF;B2400231100000;07/06/2024;DEFERIDO;VARIEDADES;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;30;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;PLAYTV TELEVISÃO LTDA;07.121.705/0001-06;SP;SÃO PAULO
ESPECIAL KXP;B2400231200000;07/06/2024;DEFERIDO;VARIEDADES;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;40;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;PLAYTV TELEVISÃO LTDA;07.121.705/0001-06;SP;SÃO PAULO
ESPECIAL MUSICAL;B2400083900000;26/02/2024;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;104;2;2022;2022;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;SERVICO SOCIAL DO COMERCIO - SESC - ADMINISTRACAO REGIONAL NO ESTADO DE SAO PAULO;03.667.884/0001-20;SP;SÃO PAULO
ESPECIAL NET CLUB ALPHAVILLE;B2400252800000;20/06/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;24;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;PLAYTV TELEVISÃO LTDA;07.121.705/0001-06;SP;SÃO PAULO
ESPECIAL NINO PIANTAMAR AO VIVO EM SÃO PAULO;B2400205900000;20/05/2024;DEFERIDO;VÍDEOMUSICAL;Registro de Eventos;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;70;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;PBI - PROGRAMADORA BRASILEIRA INDEPENDENTE S.A;07.254.174/0001-20;RS;PORTO ALEGRE
ESPECIAL RAIMUNDOS RODA VIVA;B2400205800000;20/05/2024;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;105;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;PBI - PROGRAMADORA BRASILEIRA INDEPENDENTE S.A;07.254.174/0001-20;RS;PORTO ALEGRE
ESPECIAL É TUDO VERDADE;B2400165500000;19/04/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;30;10;2024;2024;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;CIRCUNSTÂNCIA CINEMATOGRÁFICA E PRODUÇÕES ARTÍSTICAS LTDA.;11.400.274/0001-94;SP;SÃO PAULO
ESPECIAL É TUDO VERDADE – 2ª TEMPORADA;B2400165800000;19/04/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;30;10;2024;2024;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;CIRCUNSTÂNCIA CINEMATOGRÁFICA E PRODUÇÕES ARTÍSTICAS LTDA.;11.400.274/0001-94;SP;SÃO PAULO
ESPELHOS ESPALHADOS;B2400175500000;26/04/2024;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;4,3;;2024;;OUTROS MERCADOS;NÃO;LEANDRO NEGREIROS DE OLIVEIRA;PESSOA FÍSICA;AM;MANAUS
ESPERO TÁ ON;B2400226900000;04/06/2024;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;3,0;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;LEANDRO DA COSTA CUNHA;PESSOA FÍSICA;RJ;DUQUE DE CAXIAS
ESPIRAIS;B2400010900000;10/01/2024;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;9,5;;2023;;OUTROS MERCADOS;NÃO;DANIEL NOBRE TORRES;46.622.789/0001-13;SP;SÃO PAULO
ESPORTE É COISA DE MULHER;B2400011000000;10/01/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;110,9;4;2023;2023;OUTROS MERCADOS;NÃO;COURO DE RATO EDIÇÃO E PRODUÇÃO LTDA;22.865.259/0001-38;RJ;RIO DE JANEIRO
ESSA DAQUI VIRA TREND;B2400186700000;07/05/2024;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;4,5;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;MAINSTREET 1999 RECORDS GRAVADORA E EDITORA LTDA;37.582.381/0001-74;RJ;RIO DE JANEIRO
ESSA MENINA;B2400059800000;12/02/2024;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;3,9;;2012;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;ALEX TEIXEIRA;PESSOA FÍSICA;RJ;RIO DE JANEIRO
ESSA MOÇA;B2400148000000;12/04/2024;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;4,2;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;PAULO SERGIO CARNEIRO PORTO FILHO;PESSOA FÍSICA;CE;FORTALEZA
ESTAÇÃO DA LUZ;B2400180400000;30/04/2024;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;3,6;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;FILIPE DE SOUZA PINTO;PESSOA FÍSICA;SP;SÃO PAULO
ESTE CINEMA TÃO AUGUSTA;B2400216900000;23/05/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;14,5;;2024;;NENHUMA DAS OPÇÕES;NÃO;FABIO ROGERIO REZENDE DE JESUS;PESSOA FÍSICA;SP;SÃO CARLOS
ESTERCO E NADA MAIS;B2400089400000;01/03/2024;DEFERIDO;FICÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;30,0;;2024;;OUTROS MERCADOS - AUDIOVISUAL EM CIRCUITO RESTRITO;NÃO;IGOR CWAJGENBERG;PESSOA FÍSICA;RJ;RIO DE JANEIRO
ESTEVÃO FÉLIX - A NOITE TODA;B2400197800000;14/05/2024;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;3,5;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;MIDAS ESTUDIOS EIRELI;67.352.013/0001-09;SP;SÃO PAULO
ESTICA, ALONGA CAPS;B2400024000000;18/01/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;7,8;;2024;;VIDEO DOMÉSTICO;NÃO;FUNDACAO OSWALDO CRUZ;33.781.055/0001-35;RJ;RIO DE JANEIRO
ESTRADA REAL;B2400078000000;22/02/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;104;4;2024;2024;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;CANAL AZUL PRODUÇÕES CULTURAIS LTDA;01.613.170/0001-04;SP;SÃO PAULO
ESTRELA GUIA;B2400045300000;31/01/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;12,1;;2024;;OUTROS MERCADOS - VÍDEO POR DEMANDA;NÃO;CHAPELEIRO PRODUCOES CINEMATOGRAFICAS LTDA;12.413.915/0001-08;RJ;RIO DAS FLORES
ESTUDIO C;B2400149600000;15/04/2024;DEFERIDO;PROGRAMA DE AUDITÓRIO ANCORADO POR APRESENTADOR;;COMUM;SERIADA DE DURAÇÃO INDETERMINADA;1850;50;2022;2022;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;SOCIEDADE RADIO EMISSORA PARANAENSE SA;76.494.806/0001-45;PR;CURITIBA
ESTUDIO C;B2400149700000;15/04/2024;DEFERIDO;PROGRAMA DE AUDITÓRIO ANCORADO POR APRESENTADOR;;COMUM;SERIADA DE DURAÇÃO INDETERMINADA;1980;44;2023;2023;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;SOCIEDADE RADIO EMISSORA PARANAENSE SA;76.494.806/0001-45;PR;CURITIBA
ESTÁ ESCRITO;B2400089000000;29/02/2024;DEFERIDO;RELIGIOSA;;COMUM;SERIADA DE DURAÇÃO INDETERMINADA;1885;65;2024;2024;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;REDE NOVO TEMPO DE COMUNICACAO;01.385.423/0001-30;SP;JACAREÍ
ESTÁ TUDO BEM;B2400099900000;07/03/2024;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;13,0;;2024;;SALAS DE EXIBIÇÃO;NÃO;EDUARDO MACHADO DUARTE;13.161.721/0001-25;RS;PORTO ALEGRE
ESTÔMAGO 2 - O PODEROSO CHEF;B2400045400000;31/01/2024;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;130,6;;2024;;SALAS DE EXIBIÇÃO;SIM;CITIZENCRANE - PRODUCOES CINEMATOGRAFICAS LTDA - ME;03.675.713/0001-43;SP;SÃO PAULO
ESTÚDIO ATLÂNTIDA NO PLANETA;B2400046400000;31/01/2024;DEFERIDO;VARIEDADES;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;470;2;2024;2024;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;RBS PARTICIPACOES S A;68.737.857/0001-22;RS;PORTO ALEGRE
EU ATÉ TENTEI;B2400196500000;13/05/2024;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;2,9;;2023;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;LVM SHOWS E PRODUCOES MUSICAIS LTDA;30.886.049/0001-54;RJ;RIO DE JANEIRO
EU FAÇO LOUCURAS POR VOCÊ;B2400063200000;15/02/2024;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;11,6;;2024;;OUTROS MERCADOS - AUDIOVISUAL EM CIRCUITO RESTRITO;NÃO;BARRA 3 FILMES LTDA;37.842.289/0001-04;SP;SÃO PAULO
EU GALHARDO - CERTO TALVEZ;B2400094900000;05/03/2024;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;3,9;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;RAFAEL GALHARDO DA ROCHA MARTINS;PESSOA FÍSICA;RJ;RIO DE JANEIRO
EU GALHARDO - IOIO;B2400177600000;30/04/2024;DEFERIDO;VÍDEOMUSICAL;Registro de Eventos;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;3,5;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;RAFAEL GALHARDO DA ROCHA MARTINS;PESSOA FÍSICA;RJ;RIO DE JANEIRO
EU GALHARDO - SEJA LUZ;B2400021000000;16/01/2024;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;4,0;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;RAFAEL GALHARDO DA ROCHA MARTINS;PESSOA FÍSICA;RJ;RIO DE JANEIRO
EU NÃO CONFIO NEM NA MINHA MÃE;B2400253800000;21/06/2024;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;2,5;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;47.707.461 BARBARA DA SILVA FIGUEIREDO;47.707.461/0001-62;SP;SÃO PAULO
EU NÃO DESISTO DE VOCÊ;B2400120800000;22/03/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;130;5;2024;2024;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;OURIÇO PRODUÇÕES CINEMATOGRÁFICAS E TELEVISIVAS LTDA-ME;17.265.355/0001-05;PE;RECIFE
EU NÃO QUERO ESQUECER;B2400189000000;08/05/2024;DEFERIDO;FICÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;19,8;;2024;;OUTROS MERCADOS - AUDIOVISUAL EM CIRCUITO RESTRITO;NÃO;VALLENA CORREIA;PESSOA FÍSICA;SP;SÃO PAULO
EU NÃO SEI SE VOU TER QUE FALAR TUDO DE NOVO;B2400082000000;23/02/2024;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;14,2;;2024;;OUTROS MERCADOS;NÃO;FTK FILMES E PRODUCOES ARTISTICAS LTDA;40.838.519/0001-68;RJ;RIO DE JANEIRO
EU POSSO ESTAR AQUI;B2400157800000;16/04/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;26,9;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;51.393.788 BEATRIZ CERQUEIRA KRIEGER;51.393.788/0001-84;RJ;RIO DE JANEIRO
EU QUE NÃO SEI NADAR;B2400062200000;15/02/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;19,1;;2024;;OUTROS MERCADOS - VÍDEO POR DEMANDA;NÃO;JOELMA CRISTINA SILVA MOREIRA STELLA;PESSOA FÍSICA;BA;SÍTIO DO MATO
EU QUERO IR;B2400046700000;31/01/2024;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;2400;;2024;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;REC PRODUTORES ASSOCIADOS LTDA;02.669.022/0001-74;PE;RECIFE
EU SOU DA VILA MARGARIDA;B2400052800000;06/02/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;13,8;;2024;;OUTROS MERCADOS;NÃO;INSTITUTO QUERO;10.227.433/0001-38;SP;SANTOS
EU SOU RUIM;B2400190000000;08/05/2024;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;2,3;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;47.707.461 BARBARA DA SILVA FIGUEIREDO;47.707.461/0001-62;SP;SÃO PAULO
EU VOLTO, PROMETO;B2400047400000;01/02/2024;DEFERIDO;VÍDEOMUSICAL;Registro de Eventos;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;3,5;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;GR7 PRODUCOES DE SHOWS E ESPETACULOS LTDA;23.106.235/0001-68;SP;SÃO PAULO
EU&VC - MAUI;B2400225900000;04/06/2024;DEFERIDO;VÍDEOMUSICAL;Registro de Eventos;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;4,3;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;DECK PRODUÇÕES ARTÍSTICAS LTDA;30.253.090/0001-93;RJ;RIO DE JANEIRO
EU, MEU VIOLÃO E O SONHO;B2400060100000;13/02/2024;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;2,8;;2013;;OUTROS MERCADOS - VÍDEO POR DEMANDA;NÃO;ALEX TEIXEIRA;PESSOA FÍSICA;RJ;RIO DE JANEIRO
EU, VOCÊ E DEUS;B2400164200000;18/04/2024;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;3,4;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;GR SHOWS PRODUÇÕES ARTÍSTICAS;23.276.383/0001-20;SP;SÃO PAULO
EUCEANO - TERCEIRA TEMPORADA;B2400222700000;29/05/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;240;8;2023;2024;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;PEIXE VOADOR PRODUCOES AUDIOVISUAIS LTDA;21.343.416/0001-82;RJ;RIO DE JANEIRO
EVA;B2400128200000;01/04/2024;DEFERIDO;FICÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;28,1;;2024;;SALAS DE EXIBIÇÃO;NÃO;COMPANHIA DE CINEMA VERNUMA LTDA;50.264.153/0001-14;MG;BELO HORIZONTE
EX.PLODA - ISA BUZZI;B2400132700000;03/04/2024;DEFERIDO;VÍDEOMUSICAL;Registro de Eventos;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;2,3;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;DECK PRODUÇÕES ARTÍSTICAS LTDA;30.253.090/0001-93;RJ;RIO DE JANEIRO
EXPEDIÇÃO AMIGOS DO VELHO CHICO;B2400111900000;14/03/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;7,7;;2024;;OUTROS MERCADOS;NÃO;RONAN NARCISO ROCHA LTDA;45.764.903/0001-87;MG;PIRAPORA
EXPEDIÇÃO PRAIEIRA;B2400005100000;08/01/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;26;1;2024;2024;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;NIGERIA COMUNICAÇÃO E AUDIOVISUAL LTDA ME;14.989.694/0001-46;CE;FORTALEZA
EXPERIMENTE;B2400045000000;30/01/2024;DEFERIDO;VARIEDADES;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;300;12;2023;2023;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;ASTARTE PRODUTORA LTDA.;26.674.863/0001-38;SP;SÃO PAULO
EXPONDO PESSOA;B2400122900000;25/03/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;30;;2024;;SALAS DE EXIBIÇÃO;NÃO;BRUNNO RODRIGUES SILVA;PESSOA FÍSICA;SP;SÃO PAULO
F.O.T.O.G.R.Á.F.I.C.A.S.;B2400145100000;11/04/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;53,3;;2017;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;SERVICO SOCIAL DO COMERCIO - SESC - ADMINISTRACAO REGIONAL NO ESTADO DE SAO PAULO;03.667.884/0001-20;SP;SÃO PAULO
FACHADAS E MEMÓRIAS;B2400136300000;04/04/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;16,5;;2024;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;BICICLETA BRANCA CRIAÇÕES E PRODUÇÕES LTDA;32.216.407/0001-47;SP;SÃO PAULO
FACIN;B2400138800000;05/04/2024;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;3,3;;2023;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;FABRICA ESTUDIOS LTDA;03.767.725/0001-06;PE;RECIFE
FAKE;B2400149500000;15/04/2024;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;4,4;;2022;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;ZULILAS PRODUÇÕES LTDA;20.606.122/0001-33;BA;SALVADOR
FALAR COM DEUS;B2400057100000;08/02/2024;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;1,5;;2012;;OUTROS MERCADOS;NÃO;BELLUNA FILMES LTDA - ME;12.864.890/0001-69;SP;HORTOLÂNDIA
FALAS DA TERRA;B2400145300000;11/04/2024;DEFERIDO;VARIEDADES;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;120;1;2024;2024;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;GLOBO COMUNICACAO E PARTICIPACOES S/A;27.865.757/0001-02;RJ;RIO DE JANEIRO
FALAS DE ORGULHO 2024;B2400244400000;14/06/2024;DEFERIDO;VARIEDADES;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;45;1;2024;2024;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;GLOBO COMUNICACAO E PARTICIPACOES S/A;27.865.757/0001-02;RJ;RIO DE JANEIRO
FALAS FEMININAS;B2400097600000;06/03/2024;DEFERIDO;VARIEDADES;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;45;1;2024;2024;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;GLOBO COMUNICACAO E PARTICIPACOES S/A;27.865.757/0001-02;RJ;RIO DE JANEIRO
FALOS. DE NÒS PARA VOCÊS;B2400074000000;20/02/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;84,5;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;ANDRE BORBA ARIETA;PESSOA FÍSICA;RS;PORTO ALEGRE
FAMÍLIA JUNQUEIRA - FAZENDA FAVACHO;B2400186200000;07/05/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;36,3;;2024;;OUTROS MERCADOS;NÃO;RICARDO MELO DOS SANTOS ***********;34.273.770/0001-20;MG;CAXAMBU
FAMÍLIA NAKAMURA;B2400178500000;30/04/2024;DEFERIDO;VARIEDADES;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA DE DURAÇÃO INDETERMINADA;2400;100;2024;2024;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;NAKAMURA PRODUTORA LTDA;18.394.904/0001-04;SP;SÃO BERNARDO DO CAMPO
FAMÍLIA PALITO;B2400174200000;25/04/2024;DEFERIDO;ANIMAÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA DE DURAÇÃO INDETERMINADA;84;6;2024;2024;OUTROS MERCADOS - AUDIOVISUAL EM CIRCUITO RESTRITO;NÃO;RODRIGO CESAR VULCANO DOS SANTOS;34.389.878/0001-82;SP;ARARAQUARA
FAMÍLIA É TUDO;B2400074200000;20/02/2024;DEFERIDO;FICÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;7160;179;2024;2024;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;GLOBO COMUNICACAO E PARTICIPACOES S/A;27.865.757/0001-02;RJ;RIO DE JANEIRO
FANTASMANDO: LAST STOP;B2400115900000;19/03/2024;DEFERIDO;ANIMAÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;4,9;;2024;;SALAS DE EXIBIÇÃO;NÃO;MATEUS MORAIS PEREIRA;PESSOA FÍSICA;RS;BAGÉ
FAUSTINA - MÚSICA PARA VIVER;B2400006900000;08/01/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;5,4;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;FUNDACAO ROBERTO MARINHO;29.527.413/0001-00;RJ;RIO DE JANEIRO
